#::#!!I,TimeStamp::TimeStamp!!D,Markers::Markers,R3_DensMeanChannel0::R3_Fluo-4,R3_DensMeanChannel1::R3_F0,R3_Ratio::R3_Ratio values,R3_DensMeanChannel0BGCorr::R3_Fluo-4(-BG),R3_DensMeanChannel1BGCorr::R3_F0(-BG),R3_RatioBGCorr::R3_Ratio values (- BG),R2_DensMeanChannel0::R2_Fluo-4,R2_DensMeanChannel1::R2_F0,R2_Ratio::R2_Ratio values,R2_DensMeanChannel0BGCorr::R2_Fluo-4(-BG),R2_DensMeanChannel1BGCorr::R2_F0(-BG),R2_RatioBGCorr::R2_Ratio values (- BG),R1_DensMeanChannel0::R1_Fluo-4,R1_DensMeanChannel1::R1_F0,R1_Ratio::R1_Ratio values,R1_DensMeanChannel0BGCorr::R1_Fluo-4(-BG),R1_DensMeanChannel1BGCorr::R1_F0(-BG),R1_RatioBGCorr::R1_Ratio values (- BG)
,,,,,,,,,,,,,,,,,,,,
220,,,3060.123047,3090.330811,0.990225077,934.0307617,951.2999878,0.98184669,2713.464844,2732.387207,0.993074715,587.3724976,593.3565674,0.989914894,2404.981201,2351.641602,1.022681832,278.8888245,212.610733,1.311734438
221,,,3036.369141,3090.330811,0.982538581,896.8615112,951.2999878,0.942774653,2695.887207,2732.387207,0.986641705,556.3796387,593.3565674,0.937681794,2366.717041,2351.641602,1.006410599,227.2092896,212.610733,1.068663239
222,,,3024.553955,3090.330811,0.978715241,894.4000244,951.2999878,0.940187097,2681.971924,2732.387207,0.981548905,551.8179932,593.3565674,0.929993927,2334.565918,2351.641602,0.992738903,204.4121857,212.610733,0.961438715
223,,,3018.953857,3090.330811,0.976903141,889.5999756,951.2999878,0.935141385,2676.901367,2732.387207,0.979693234,547.5475464,593.3565674,0.922796845,2314.490479,2351.641602,0.984202147,185.1367188,212.610733,0.870777845
224,,,3008.677002,3090.330811,0.973577619,881.7846069,951.2999878,0.926925898,2672.168945,2732.387207,0.977961302,545.2767334,593.3565674,0.918969691,2312.452881,2351.641602,0.983335614,185.5605164,212.610733,0.872771144
225,,,2988.738525,3090.330811,0.967125773,859.3230591,951.2999878,0.903314471,2646.535156,2732.387207,0.968579829,517.119812,593.3565674,0.871516168,2299.697998,2351.641602,0.97791183,170.2827301,212.610733,0.800913095
226,,,2992.061523,3090.330811,0.968201041,863.5076904,951.2999878,0.907713354,2653.408447,2732.387207,0.971095264,524.8546143,593.3565674,0.884551764,2296.226318,2351.641602,0.976435542,167.6725616,212.610733,0.788636386
227,,,3069.35376,3090.330811,0.993212104,942.1538696,951.2999878,0.990385652,2726.422607,2732.387207,0.99781698,599.2225342,593.3565674,1.009886146,2294.943359,2351.641602,0.975889981,167.7433929,212.610733,0.788969517
228,,,3421.100098,3090.330811,1.10703361,1292.300049,951.2999878,1.35845685,2961.183105,2732.387207,1.083734751,832.3831177,593.3565674,1.402837992,2274.86792,2351.641602,0.967353165,146.0679321,212.610733,0.687020421
229,,,3487.038574,3090.330811,1.128370643,1359.653809,951.2999878,1.429258704,3026.309814,2732.387207,1.107569814,898.9252319,593.3565674,1.514983296,2283.924561,2351.641602,0.9712044,156.539917,212.610733,0.736274719
230,,,3493.553955,3090.330811,1.130478978,1369.738403,951.2999878,1.439859629,3075.267578,2732.387207,1.125487447,951.4522095,593.3565674,1.603508353,2316,2351.641602,0.984843969,192.1846161,212.610733,0.903927147
231,,,3464.199951,3090.330811,1.120980382,1333.738403,951.2999878,1.40201664,3115.155029,2732.387207,1.140085459,984.6934204,593.3565674,1.65953064,2405.13208,2351.641602,1.022746086,274.6705322,212.610733,1.291893959
232,,,3435.153809,3090.330811,1.111581326,1305.984619,951.2999878,1.372842073,3096.225342,2732.387207,1.133157611,967.0560913,593.3565674,1.629806042,2407.773682,2351.641602,1.023869276,278.6043396,212.610733,1.310396433
233,,,3342.930664,3090.330811,1.08173883,1209.638428,951.2999878,1.271563649,3032.112793,2732.387207,1.109693527,898.8203735,593.3565674,1.514806509,2366.3396,2351.641602,1.006250143,233.0473175,212.610733,1.096122026
234,,,3242.607666,3090.330811,1.049275279,1110.976929,951.2999878,1.167851329,2923.774658,2732.387207,1.070044041,792.1438599,593.3565674,1.335021734,2345.358398,2351.641602,0.997328222,213.7277222,212.610733,1.005253673
235,,,3175.038574,3090.330811,1.027410507,1042.238403,951.2999878,1.095593929,2857.183105,2732.387207,1.045672774,724.3831177,593.3565674,1.220822573,2321.886719,2351.641602,0.987347245,189.086792,212.610733,0.889356732
236,,,3134.14624,3090.330811,1.014178276,1007.130798,951.2999878,1.058688879,2793.577393,2732.387207,1.022394419,666.5620728,593.3565674,1.123375297,2304.981201,2351.641602,0.980158389,177.965744,212.610733,0.837049663
237,,,3095.876953,3090.330811,1.001794696,968,951.2999878,1.017554879,2745.239502,2732.387207,1.004703641,617.3624878,593.3565674,1.040457845,2307.169922,2351.641602,0.981089056,179.2928925,212.610733,0.843291759
238,,,3064.061523,3090.330811,0.991499543,935.1384888,951.2999878,0.983011127,2717.01416,2732.387207,0.994373679,588.0910034,593.3565674,0.991125822,2295.018799,2351.641602,0.975922048,166.0957947,212.610733,0.781220138
239,,,3047.261475,3090.330811,0.986063242,921.5384521,951.2999878,0.968714893,2699.718262,2732.387207,0.988043785,573.9952393,593.3565674,0.967369854,2289.434082,2351.641602,0.973547161,163.7108917,212.610733,0.770002902
240,,,3035.876953,3090.330811,0.982379258,903.3846436,951.2999878,0.949631691,2681.183105,2732.387207,0.98126024,548.6907959,593.3565674,0.924723566,2288.754639,2351.641602,0.973258317,156.2624054,212.610733,0.734969497
241,,,3020.492188,3090.330811,0.977400959,891.0769043,951.2999878,0.936693907,2665.01416,2732.387207,0.975342691,535.5986938,593.3565674,0.902659118,2279.547119,2351.641602,0.969342947,150.1317902,212.610733,0.706134558
242,,,2999.569336,3090.330811,0.970630467,867.7538452,951.2999878,0.912176847,2648.50708,2732.387207,0.969301462,516.6916504,593.3565674,0.870794535,2274.943359,2351.641602,0.967385292,143.128006,212.610733,0.673192739
243,,,2994.953857,3090.330811,0.969137013,866.0922852,951.2999878,0.910430253,2647.774658,2732.387207,0.96903342,518.9130859,593.3565674,0.874538422,2355.924561,2351.641602,1.00182128,227.0629883,212.610733,1.067975163
244,,,2992.984619,3090.330811,0.96849978,863.7538452,951.2999878,0.907972097,2650.197266,2732.387207,0.969920039,520.9664307,593.3565674,0.877998948,2420.226318,2351.641602,1.029164672,290.995636,212.610733,1.368677974
245,,,3117.476807,3090.330811,1.008784175,987.6307983,951.2999878,1.038190603,2758.140869,2732.387207,1.009425282,628.2946777,593.3565674,1.058882236,2389.6604,2351.641602,1.016166925,259.814209,212.610733,1.222018361
246,,,3437.207764,3090.330811,1.112245917,1309.576904,951.2999878,1.376618266,2957.126709,2732.387207,1.082250237,829.4959717,593.3565674,1.397972226,2354.3396,2351.641602,1.001147389,226.708847,212.610733,1.066309452
247,,,3506.115479,3090.330811,1.134543777,1373.5,951.2999878,1.443813682,3025.915527,2732.387207,1.10742557,893.3001099,593.3565674,1.505503058,2324.075439,2351.641602,0.988277972,191.460083,212.610733,0.900519371
248,,,3526.699951,3090.330811,1.141204715,1394.515381,951.2999878,1.465904951,3091.042236,2732.387207,1.131260633,958.857666,593.3565674,1.61598897,2324.150879,2351.641602,0.988310039,191.9663239,212.610733,0.902900398
249,,,3500.18457,3090.330811,1.132624626,1368.369263,951.2999878,1.438420296,3125.633789,2732.387207,1.143920422,993.8184204,593.3565674,1.674909353,2302.490479,2351.641602,0.979099333,170.6751862,212.610733,0.802758992
250,,,3444.992188,3090.330811,1.114764929,1313.546143,951.2999878,1.38079071,3118.816895,2732.387207,1.14142561,987.3707275,593.3565674,1.66404283,2292.377441,2351.641602,0.974798799,160.9311981,212.610733,0.756928861
251,,,3340.107666,3090.330811,1.080825329,1215.430786,951.2999878,1.277652502,3038.647949,2732.387207,1.112085342,913.9709473,593.3565674,1.540340185,2291.094238,2351.641602,0.974253237,166.4174194,212.610733,0.782732904
252,,,3237.907715,3090.330811,1.047754407,1109.107666,951.2999878,1.165886402,2951.042236,2732.387207,1.080023408,822.2422485,593.3565674,1.385747313,2289.434082,2351.641602,0.973547161,160.6339569,212.610733,0.755530775
253,,,3184.822998,3090.330811,1.030576706,1054.17688,951.2999878,1.108143568,2871.718262,2732.387207,1.05099237,741.0721436,593.3565674,1.24894917,2284.754639,2351.641602,0.971557379,154.1085663,212.610733,0.724839032
254,,,3128.723145,3090.330811,1.012423396,1001.33844,951.2999878,1.052600026,2809.352051,2732.387207,1.028167605,681.9674683,593.3565674,1.149338484,2279.924561,2351.641602,0.969503462,152.539917,212.610733,0.71746099
255,,,3097.415283,3090.330811,1.002292514,967.0769043,951.2999878,1.016584635,2762.140869,2732.387207,1.010889173,631.8023682,593.3565674,1.064793825,2286.490479,2351.641602,0.972295523,156.1520996,212.610733,0.734450698
256,,,3069.846191,3090.330811,0.993371367,940.4923096,951.2999878,0.988639057,2719.774658,2732.387207,0.995384037,590.4207764,593.3565674,0.995052278,2397.509521,2351.641602,1.019504666,268.1555786,212.610733,1.26125133
257,,,3042.953857,3090.330811,0.984669328,909.9692383,951.2999878,0.9565534,2691.605713,2732.387207,0.985074699,558.6210327,593.3565674,0.941459239,2422.86792,2351.641602,1.030287981,289.8833008,212.610733,1.363446236
258,,,3039.322998,3090.330811,0.983494401,909.3538208,951.2999878,0.95590651,2688.901367,2732.387207,0.984085023,558.9321899,593.3565674,0.94198364,2381.434082,2351.641602,1.012668848,251.4647369,212.610733,1.182747126
259,,,3014.399902,3090.330811,0.975429595,879.6923218,951.2999878,0.924726486,2669.183105,2732.387207,0.97686851,534.4754028,593.3565674,0.900766015,2338.113281,2351.641602,0.994247317,203.4055176,212.610733,0.956703842
260,,,3014.030762,3090.330811,0.975310087,883.8769531,951.2999878,0.929125309,2661.577393,2732.387207,0.974084973,531.423645,593.3565674,0.89562273,2329.434082,2351.641602,0.990556598,199.2801208,212.610733,0.937300324
261,,,3003.446045,3090.330811,0.971885026,871.9384766,951.2999878,0.91657567,2663.267578,2732.387207,0.97470355,531.7598877,593.3565674,0.896189511,2315.47168,2351.641602,0.984619319,183.9640045,212.610733,0.865262032
262,,,2994.830811,3090.330811,0.969097137,859.446167,951.2999878,0.903443873,2648.394287,2732.387207,0.969260216,513.0097656,593.3565674,0.864589334,2301.434082,2351.641602,0.978649974,166.0493469,212.610733,0.781001687
263,,,2988.246094,3090.330811,0.96696645,856,951.2999878,0.899821281,2647.887207,2732.387207,0.969074667,515.6411743,593.3565674,0.869024158,2298.86792,2351.641602,0.977558851,166.6217651,212.610733,0.783694029
264,,,3292.369141,3090.330811,1.065377593,1158.215332,951.2999878,1.217508078,2878.309814,2732.387207,1.053404808,744.1560059,593.3565674,1.254146457,2283.094238,2351.641602,0.970851362,148.9404907,212.610733,0.700531363
265,,,3450.538574,3090.330811,1.116559625,1320.446167,951.2999878,1.38804388,2978.816895,2732.387207,1.090188384,848.7246094,593.3565674,1.430378675,2284.226318,2351.641602,0.971332729,154.1341095,212.610733,0.724959195
266,,,3475.053955,3090.330811,1.124492526,1348.961548,951.2999878,1.418019056,3030.084473,2732.387207,1.10895133,903.9921875,593.3565674,1.523522735,2284.981201,2351.641602,0.9716537,158.8888245,212.610733,0.747322679
267,,,3463.838379,3090.330811,1.120863318,1337.68457,951.2999878,1.406164885,3080.338135,2732.387207,1.127343059,954.1842041,593.3565674,1.608112693,2287.320801,2351.641602,0.972648561,161.1669159,212.610733,0.758037448
268,,,3454.85376,3090.330811,1.117956042,1320.330811,951.2999878,1.387922645,3113.183105,2732.387207,1.139363766,978.6600342,593.3565674,1.649362445,2282.3396,2351.641602,0.970530391,147.8165436,212.610733,0.695244968
269,,,3389.761475,3090.330811,1.096892834,1258.130737,951.2999878,1.322538376,3105.52124,2732.387207,1.136559606,973.8903809,593.3565674,1.641324043,2389.886719,2351.641602,1.016263247,258.256012,212.610733,1.214689493
270,,,3313.092285,3090.330811,1.072083354,1183.307739,951.2999878,1.243884921,3018.366211,2732.387207,1.104662657,888.581604,593.3565674,1.497550845,2417.20752,2351.641602,1.027880907,287.4229431,212.610733,1.351873994
271,,,3232.376953,3090.330811,1.045964718,1100.623047,951.2999878,1.156967402,2938.591553,2732.387207,1.075466633,806.8377075,593.3565674,1.359785557,2374.717041,2351.641602,1.009812474,242.9631348,212.610733,1.142760396
272,,,3163.292236,3090.330811,1.023609638,1032.338501,951.2999878,1.085187078,2858.591553,2732.387207,1.046188235,727.6376953,593.3565674,1.226307631,2344.075439,2351.641602,0.99678266,213.1216278,212.610733,1.002402902
273,,,3110.638428,3090.330811,1.006571412,981.7153931,951.2999878,1.031972408,2789.52124,2732.387207,1.020909905,660.5980225,593.3565674,1.113323927,2320.754639,2351.641602,0.986865878,191.8316345,212.610733,0.90226692
274,,,3089.538574,3090.330811,0.99974364,956.6769409,951.2999878,1.005652189,2762.535156,2732.387207,1.011033535,629.673645,593.3565674,1.061206222,2303.320801,2351.641602,0.979452312,170.4592133,212.610733,0.801743209
275,,,3060.307617,3090.330811,0.99028486,928.3076782,951.2999878,0.975830674,2716.281738,2732.387207,0.994105637,584.2816772,593.3565674,0.984705865,2306.79248,2351.641602,0.9809286,174.79245,212.610733,0.822124302
276,,,3046.276855,3090.330811,0.985744596,911.8153687,951.2999878,0.958494067,2693.070313,2732.387207,0.985610783,558.6088867,593.3565674,0.941438794,2291.773682,2351.641602,0.974542081,157.3120422,212.610733,0.739906371
277,,,3019.630859,3090.330811,0.977122188,892.6153564,951.2999878,0.93831116,2676.394287,2732.387207,0.979507685,549.3789673,593.3565674,0.925883412,2287.47168,2351.641602,0.972712755,160.4563141,212.610733,0.754695237
278,,,3021.169189,3090.330811,0.977620006,892.1846313,951.2999878,0.937858343,2665.295654,2732.387207,0.975445807,536.3111572,593.3565674,0.903859854,2288.075439,2351.641602,0.972969532,159.0908508,212.610733,0.748272896
279,,,3009.907715,3090.330811,0.973975897,876.7999878,951.2999878,0.921686113,2650.591553,2732.387207,0.970064342,517.4838867,593.3565674,0.872129679,2286.3396,2351.641602,0.972231388,153.2319336,212.610733,0.720715821
280,,,2998.338379,3090.330811,0.970232189,873.7846069,951.2999878,0.918516338,2645.859131,2732.387207,0.96833241,521.3052979,593.3565674,0.87857008,2335.169922,2351.641602,0.992995679,210.6159668,212.610733,0.990617692
281,,,2982.338379,3090.330811,0.96505475,845.4769287,951.2999878,0.888759494,2642.760498,2732.387207,0.967198372,505.8990173,593.3565674,0.852605462,2413.811279,2351.641602,1.026436806,276.9497681,212.610733,1.302614212
282,,,2988.307617,3090.330811,0.966986358,851.446167,951.2999878,0.895034313,2635.661865,2732.387207,0.964600444,498.8004456,593.3565674,0.840641975,2404.52832,2351.641602,1.022489309,267.6667786,212.610733,1.25895226
283,,,3008.553955,3090.330811,0.973537803,881.2307739,951.2999878,0.926343679,2663.267578,2732.387207,0.97470355,535.944519,593.3565674,0.903241932,2355.697998,2351.641602,1.001724958,228.3750305,212.610733,1.074146271
284,,,3375.569336,3090.330811,1.092300296,1248.061523,951.2999878,1.311953664,2934.647949,2732.387207,1.074023366,807.1401978,593.3565674,1.360295415,2333.962158,2351.641602,0.992482185,206.4545746,212.610733,0.971044898
285,,,3468.584717,3090.330811,1.122399092,1340.092285,951.2999878,1.408695817,3000.788818,2732.387207,1.098229647,872.2964478,593.3565674,1.470104933,2317.13208,2351.641602,0.985325396,188.6397705,212.610733,0.887254179
286,,,3483.14624,3090.330811,1.127111077,1359.515381,951.2999878,1.42911315,3068.168945,2732.387207,1.122889519,944.538269,593.3565674,1.591856122,2301.73584,2351.641602,0.978778362,178.1050873,212.610733,0.837705016
287,,,3476.492188,3090.330811,1.124958038,1351.446167,951.2999878,1.420630932,3104.338135,2732.387207,1.136126637,979.2918701,593.3565674,1.650427341,2296.226318,2351.641602,0.976435542,171.1802673,212.610733,0.805134594
288,,,3440.461426,3090.330811,1.113298774,1312.830811,951.2999878,1.380038619,3088.563477,2732.387207,1.130353451,960.9326172,593.3565674,1.619485974,2287.697998,2351.641602,0.972809017,160.067337,212.610733,0.752865732
289,,,3379.115479,3090.330811,1.093447804,1244.038452,951.2999878,1.307724595,3040.563477,2732.387207,1.112786412,905.4864502,593.3565674,1.526041031,2292.150879,2351.641602,0.974702537,157.0740204,212.610733,0.738786876
290,,,3275.692383,3090.330811,1.059981108,1152.800049,951.2999878,1.211815357,2955.380371,2732.387207,1.081611037,832.4879761,593.3565674,1.40301466,2288.60376,2351.641602,0.973194182,165.7114716,212.610733,0.779412508
291,,,3194.423096,3090.330811,1.033683181,1064.392334,951.2999878,1.118881822,2873.859131,2732.387207,1.051775932,743.8283691,593.3565674,1.253594279,2275.320801,2351.641602,0.967545748,145.289978,212.610733,0.683361471
292,,,3145.584717,3090.330811,1.017879605,1017.523071,951.2999878,1.069613218,2815.211182,2732.387207,1.030311942,687.1497192,593.3565674,1.158072233,2283.773682,2351.641602,0.971140206,155.7120514,212.610733,0.732380927
293,,,3101.407715,3090.330811,1.003584385,970.7000122,951.2999878,1.020393133,2757.577393,2732.387207,1.00921905,626.869751,593.3565674,1.056480765,2361.886719,2351.641602,1.004356623,231.1791077,212.610733,1.087334991
294,,,3081.415283,3090.330811,0.997115076,951.5076904,951.2999878,1.000218272,2717.01416,2732.387207,0.994373679,587.1063843,593.3565674,0.989466429,2419.39624,2351.641602,1.028811693,289.4885254,212.610733,1.361589432
295,,,3051.692383,3090.330811,0.987496972,923.1384888,951.2999878,0.970396757,2699.605713,2732.387207,0.988002539,571.0517578,593.3565674,0.962409139,2379.169922,2351.641602,1.011705995,250.6159668,212.610733,1.178754926
296,,,3040.430664,3090.330811,0.983852863,906.5845947,951.2999878,0.952995479,2680.619629,2732.387207,0.981054068,546.7735596,593.3565674,0.921492398,2344.377441,2351.641602,0.996911049,210.5312042,212.610733,0.990219057
297,,,3017.661621,3090.330811,0.976484954,885.5384521,951.2999878,0.930871904,2668.168945,2732.387207,0.976497352,536.0459595,593.3565674,0.903412879,2327.47168,2351.641602,0.989722133,195.3486176,212.610733,0.918808818
298,,,3007.446045,3090.330811,0.9731794,875.7538452,951.2999878,0.920586407,2661.802734,2732.387207,0.974167466,530.1105347,593.3565674,0.893409729,2313.811279,2351.641602,0.983913302,182.1190186,212.610733,0.856584251
299,,,3000.923096,3090.330811,0.971068561,873.3538208,951.2999878,0.918063521,2647.549316,2732.387207,0.968950927,519.9800415,593.3565674,0.876336575,2309.20752,2351.641602,0.981955588,181.6383209,212.610733,0.854323328
300,,,2993.169189,3090.330811,0.968559504,863.0769043,951.2999878,0.907260537,2650.535156,2732.387207,0.970043719,520.4429321,593.3565674,0.877116621,2299.849121,2351.641602,0.977976024,169.7567444,212.610733,0.798439205
301,,,3189.107666,3090.330811,1.031963229,1061.907715,951.2999878,1.116270065,2799.831055,2732.387207,1.024682999,672.6309814,593.3565674,1.133603334,2283.018799,2351.641602,0.970819235,155.8188629,212.610733,0.732883334
302,,,3447.446045,3090.330811,1.115558982,1310.769287,951.2999878,1.377871633,2953.295654,2732.387207,1.080848098,816.6188354,593.3565674,1.376270056,2284.981201,2351.641602,0.9716537,148.3042145,212.610733,0.697538674
303,,,3495.830811,3090.330811,1.131215692,1364.076904,951.2999878,1.433908224,3027.718262,2732.387207,1.108085275,895.9644775,593.3565674,1.509993315,2283.39624,2351.641602,0.97097975,151.6423798,212.610733,0.713239491
304,,,3506.35376,3090.330811,1.134620905,1380.199951,951.2999878,1.450856686,3068.394287,2732.387207,1.122972012,942.2405396,593.3565674,1.587983727,2307.547119,2351.641602,0.981249571,181.3933258,212.610733,0.853171051
305,,,3468.692383,3090.330811,1.12243402,1346.292358,951.2999878,1.415213227,3085.52124,2732.387207,1.129240036,963.1211548,593.3565674,1.62317431,2399.47168,2351.641602,1.020339012,277.0716858,212.610733,1.303187728
306,,,3402.307617,3090.330811,1.100952625,1276.215332,951.2999878,1.3415488,3058.760498,2732.387207,1.119446158,932.6682739,593.3565674,1.571851254,2412.981201,2351.641602,1.026083708,286.8888245,212.610733,1.349361897
307,,,3300.046143,3090.330811,1.067861795,1176.723022,951.2999878,1.236963153,2983.661865,2732.387207,1.091961622,860.3388672,593.3565674,1.449952602,2369.886719,2351.641602,1.007758498,246.5637207,212.610733,1.159695506
308,,,3214.984619,3090.330811,1.040336728,1084.646118,951.2999878,1.140172601,2884.563477,2732.387207,1.055693388,754.2249146,593.3565674,1.271115899,2334.641602,2351.641602,0.992771029,204.3030548,212.610733,0.960925341
309,,,3150.930664,3090.330811,1.019609571,1025.82312,951.2999878,1.078338146,2833.52124,2732.387207,1.037012935,708.4134521,593.3565674,1.193908453,2316.905762,2351.641602,0.985229135,191.7979736,212.610733,0.90210855
310,20.3,,3110.576904,3090.330811,1.006551504,979.9923096,951.2999878,1.030161142,2782.140869,2732.387207,1.018208861,651.5562134,593.3565674,1.098085523,2307.849121,2351.641602,0.9813779,177.2644348,212.610733,0.833751142
