#::#!!I,TimeStamp::TimeStamp!!D,Markers::Markers,R3_DensMeanChannel0::R3_Fluo-4,R3_DensMeanChannel1::R3_F0,R3_Ratio::R3_Ratio values,R3_DensMeanChannel0BGCorr::R3_Fluo-4(-BG),R3_DensMeanChannel1BGCorr::R3_F0(-BG),R3_RatioBGCorr::R3_Ratio values (- BG),R2_DensMeanChannel0::R2_Fluo-4,R2_DensMeanChannel1::R2_F0,R2_Ratio::R2_Ratio values,R2_DensMeanChannel0BGCorr::R2_Fluo-4(-BG),R2_DensMeanChannel1BGCorr::R2_F0(-BG),R2_RatioBGCorr::R2_Ratio values (- BG),R1_DensMeanChannel0::R1_Fluo-4,R1_DensMeanChannel1::R1_F0,R1_Ratio::R1_Ratio values,R1_DensMeanChannel0BGCorr::R1_Fluo-4(-BG),R1_DensMeanChannel1BGCorr::R1_F0(-BG),R1_RatioBGCorr::R1_Ratio values (- BG)
,,,,,,,,,,,,,,,,,,,,
98,,,2996.369141,3090.330811,0.969595015,852,951.2999878,0.895616531,2663.774658,2732.387207,0.9748891,519.4053955,593.3565674,0.875368118,2305.056641,2351.641602,0.980190456,160.6873779,212.610733,0.755782008
99,,,3291.753906,3090.330811,1.065178514,1160.307739,951.2999878,1.219707489,2885.070313,2732.387207,1.055878997,753.6242676,593.3565674,1.270103574,2419.849121,2351.641602,1.029004216,288.4028931,212.610733,1.356483221
100,,,3467.446045,3090.330811,1.122030735,1331.938477,951.2999878,1.40012455,3011.380371,2732.387207,1.102105975,875.8726196,593.3565674,1.476132035,2426.79248,2351.641602,1.031956792,291.2847595,212.610733,1.370037794
101,,,3505.177002,3090.330811,1.134240031,1366.592285,951.2999878,1.436552405,3073.915527,2732.387207,1.124992609,935.3308716,593.3565674,1.576338649,2369.962158,2351.641602,1.007790565,231.377655,212.610733,1.088268876
102,,,3497.677002,3090.330811,1.131813169,1361.738403,951.2999878,1.431450129,3120.957764,2732.387207,1.142209172,985.0192871,593.3565674,1.660079837,2341.584961,2351.641602,0.995723605,205.6464386,212.610733,0.96724391
103,,,3469.053955,3090.330811,1.122550964,1334.099976,951.2999878,1.402396679,3134.366211,2732.387207,1.147116303,999.4123535,593.3565674,1.684336901,2334.3396,2351.641602,0.992642641,199.3857727,212.610733,0.937797308
104,,,3377.576904,3090.330811,1.092949986,1244.592285,951.2999878,1.308306813,3076.676025,2732.387207,1.126002908,943.6914673,593.3565674,1.590428948,2317.358398,2351.641602,0.985421658,184.3738708,212.610733,0.867189825
105,,,3277.961426,3090.330811,1.060715437,1146.269287,951.2999878,1.204950333,2999.098633,2732.387207,1.09761107,867.406311,593.3565674,1.461863518,2305.886719,2351.641602,0.980543494,174.1944885,212.610733,0.819311798
106,,,3211.407715,3090.330811,1.039179325,1079.900024,951.2999878,1.135183454,2906.816895,2732.387207,1.063837767,775.3092041,593.3565674,1.306649804,2301.13208,2351.641602,0.978521645,169.6243896,212.610733,0.797816634
107,,,3160.592285,3090.330811,1.022735953,1027.053833,951.2999878,1.079631925,2827.605713,2732.387207,1.034847975,694.0671997,593.3565674,1.169730306,2302.188721,2351.641602,0.978970945,168.6502228,212.610733,0.793234706
108,,,3114.399902,3090.330811,1.007788539,980.0615234,951.2999878,1.030233979,2784.281738,2732.387207,1.018992305,649.9432373,593.3565674,1.095367074,2293.584961,2351.641602,0.975312293,159.2464447,212.610733,0.749004722
109,,,3076.123047,3090.330811,0.995402515,936.7384644,951.2999878,0.984692991,2733.01416,2732.387207,1.000229359,593.6294556,593.3565674,1.000459909,2298.113281,2351.641602,0.97723788,158.7285919,212.610733,0.746569037
110,,,3066.707764,3090.330811,0.992355824,931.8153687,951.2999878,0.979517877,2713.464844,2732.387207,0.993074715,578.5725098,593.3565674,0.975084007,2411.849121,2351.641602,1.025602341,276.9567566,212.610733,1.302646995
111,,,3043.138428,3090.330811,0.984729052,900.7384644,951.2999878,0.946850061,2694.591553,2732.387207,0.98616749,552.1915283,593.3565674,0.930623472,2434.037842,2351.641602,1.035037756,291.6377258,212.610733,1.371698022
112,,,3033.661621,3090.330811,0.981662393,900.4307861,951.2999878,0.946526587,2677.859131,2732.387207,0.980043769,544.6283569,593.3565674,0.917877078,2388.52832,2351.641602,1.015685558,255.2975311,212.610733,1.200774431
113,,,3016.553955,3090.330811,0.976126552,889.107666,951.2999878,0.934623897,2671.098633,2732.387207,0.97756952,543.6524658,593.3565674,0.916232288,2353.282959,2351.641602,1.00069797,225.8368683,212.610733,1.062208176
114,,,3015.569336,3090.330811,0.975807905,879.3846436,951.2999878,0.924403071,2666.816895,2732.387207,0.976002514,530.6322632,593.3565674,0.894289076,2324.60376,2351.641602,0.988502622,188.4191589,212.610733,0.886216581
115,,,2993.107666,3090.330811,0.968539596,858.3384399,951.2999878,0.902279496,2658.929688,2732.387207,0.973115921,524.1603394,593.3565674,0.883381724,2307.622559,2351.641602,0.981281638,172.8534088,212.610733,0.813004136
116,,,3018.584717,3090.330811,0.976783693,884.7999878,951.2999878,0.930095673,2687.042236,2732.387207,0.983404577,553.2576294,593.3565674,0.932420194,2309.509521,2351.641602,0.982083976,175.724823,212.610733,0.826509595
117,,,3392.923096,3090.330811,1.097915888,1258.030762,951.2999878,1.322433233,2942.760498,2732.387207,1.076992512,807.8682861,593.3565674,1.361522436,2288.150879,2351.641602,0.973001599,153.2586365,212.610733,0.720841467
118,,,3457.792236,3090.330811,1.118906856,1323.023071,951.2999878,1.390752792,3031.267578,2732.387207,1.109384298,896.4983521,593.3565674,1.510893226,2298.490479,2351.641602,0.977398336,163.7213287,212.610733,0.770052016
119,,,3474.85376,3090.330811,1.124427795,1343.776978,951.2999878,1.412569046,3099.211182,2732.387207,1.134250402,968.1343384,593.3565674,1.631623268,2295.018799,2351.641602,0.975922048,163.9419403,212.610733,0.771089673
120,,,3472.092285,3090.330811,1.123534203,1344.030762,951.2999878,1.412835836,3120.50708,2732.387207,1.142044187,992.4454956,593.3565674,1.672595501,2286.943359,2351.641602,0.972488105,158.8818512,212.610733,0.747289896
121,,,3434.792236,3090.330811,1.111464262,1297.5,951.2999878,1.363923073,3110.591553,2732.387207,1.138415337,973.2992554,593.3565674,1.640327811,2291.320801,2351.641602,0.974349499,154.0284424,212.610733,0.724462211
122,,,3360.538574,3090.330811,1.087436438,1230.938477,951.2999878,1.293954015,3062.140869,2732.387207,1.120683312,932.5408325,593.3565674,1.571636558,2288,2351.641602,0.972937405,158.3999939,212.610733,0.745023489
123,,,3265.046143,3090.330811,1.056536198,1125.538452,951.2999878,1.183158278,2970.647949,2732.387207,1.087198734,831.1401978,593.3565674,1.400743246,2275.849121,2351.641602,0.967770398,136.3413696,212.610733,0.641272247
124,,,3181.615479,3090.330811,1.029538751,1049.67688,951.2999878,1.103413105,2888.844971,2732.387207,1.057260513,756.9066162,593.3565674,1.275635362,2278.86792,2351.641602,0.969054163,146.9294586,212.610733,0.691072643
125,,,3126.392334,3090.330811,1.011669159,994.2692261,951.2999878,1.045168996,2813.690186,2732.387207,1.029755235,681.5670776,593.3565674,1.148663521,2390.415039,2351.641602,1.016487837,258.2920227,212.610733,1.21485877
126,,,3111.630859,3090.330811,1.006892443,975.1384888,951.2999878,1.025058866,2773.577393,2732.387207,1.01507473,637.085144,593.3565674,1.073696971,2434.943359,2351.641602,1.035422921,298.4510803,212.610733,1.403744221
127,,,3076.123047,3090.330811,0.995402515,937.0461426,951.2999878,0.985016465,2727.49292,2732.387207,0.998208761,588.4160156,593.3565674,0.991673589,2380.981201,2351.641602,1.012476206,241.9042053,212.610733,1.137779832
128,,,3053.907715,3090.330811,0.988213837,925.5999756,951.2999878,0.972984314,2710.197266,2732.387207,0.991878867,581.8894653,593.3565674,0.980674267,2346.415039,2351.641602,0.997777522,218.1074066,212.610733,1.025853157
129,,,3037.600098,3090.330811,0.982936859,896.4307861,951.2999878,0.942321837,2682.929688,2732.387207,0.98189944,541.760376,593.3565674,0.913043499,2327.245361,2351.641602,0.989625871,186.0760498,212.610733,0.87519592
130,,,3027.938477,3090.330811,0.979810476,887.2000122,951.2999878,0.932618499,2691.155029,2732.387207,0.984909773,550.4164429,593.3565674,0.927631915,2315.47168,2351.641602,0.984619319,174.7332306,212.610733,0.82184577
131,,,3017.046143,3090.330811,0.976285815,879.3846436,951.2999878,0.924403071,2671.267578,2732.387207,0.97763139,533.6060791,593.3565674,0.899300873,2313.584961,2351.641602,0.983816981,175.9233704,212.610733,0.82744348
132,,,3005.107666,3090.330811,0.972422659,872.7999878,951.2999878,0.917481363,2680.225342,2732.387207,0.980909765,547.9176636,593.3565674,0.923420608,2292.60376,2351.641602,0.97489512,160.2960815,212.610733,0.753941596
133,,,3011.938477,3090.330811,0.974633038,879.2000122,951.2999878,0.924208999,2666.309814,2732.387207,0.975816965,533.5714111,593.3565674,0.899242461,2298.3396,2351.641602,0.977334201,165.6011658,212.610733,0.77889365
134,,,2996.615479,3090.330811,0.969674647,863.3230591,951.2999878,0.907519281,2662.253418,2732.387207,0.974332392,528.9612427,593.3565674,0.891472757,2282.565918,2351.641602,0.970626712,149.2737274,212.610733,0.702098727
135,,,3188.246094,3090.330811,1.031684399,1056.615356,951.2999878,1.110706806,2823.211182,2732.387207,1.033239722,691.5805054,593.3565674,1.165539503,2290.3396,2351.641602,0.973932326,158.708847,212.610733,0.746476173
136,,,3484.407715,3090.330811,1.127519369,1351.238403,951.2999878,1.42041254,2995.042236,2732.387207,1.096126556,861.8730469,593.3565674,1.452538133,2284.905762,2351.641602,0.971621573,151.7364349,212.610733,0.713681877
137,,,3513.607666,3090.330811,1.136968136,1377.484619,951.2999878,1.448002338,3056.394287,2732.387207,1.118580222,920.2713013,593.3565674,1.550958276,2275.849121,2351.641602,0.967770398,139.7259827,212.610733,0.657191515
138,,,3530.81543,3090.330811,1.142536402,1389.892334,951.2999878,1.461045265,3124.676025,2732.387207,1.143569946,983.7529907,593.3565674,1.657945752,2315.849121,2351.641602,0.984779775,174.9259796,212.610733,0.822752297
139,,,3496.376953,3090.330811,1.131392479,1357.792358,951.2999878,1.427301884,3122.028076,2732.387207,1.142600894,983.4435425,593.3565674,1.657424212,2424.52832,2351.641602,1.030994058,285.9436951,212.610733,1.344916463
140,,,3441.430664,3090.330811,1.113612413,1308.446167,951.2999878,1.37542963,3084,2732.387207,1.128683329,951.0153809,593.3565674,1.602772236,2422.565918,2351.641602,1.030159593,289.5814209,212.610733,1.362026334
141,,,3333.892334,3090.330811,1.07881403,1197.461548,951.2999878,1.258763313,3016.50708,2732.387207,1.10398221,880.0762939,593.3565674,1.483216524,2369.6604,2351.641602,1.007662296,233.2296143,212.610733,1.09697938
142,,,3234.769287,3090.330811,1.046738863,1103.138428,951.2999878,1.159611583,2907.943604,2732.387207,1.064250112,776.3128662,593.3565674,1.308341265,2341.962158,2351.641602,0.995884061,210.3314972,212.610733,0.989279747
143,,,3180.399902,3090.330811,1.029145479,1046.738403,951.2999878,1.100324273,2841.295654,2732.387207,1.039858341,707.6342163,593.3565674,1.192595243,2316.981201,2351.641602,0.985261202,183.3195953,212.610733,0.862231135
144,,,3128.361572,3090.330811,1.012306333,994.1461792,951.2999878,1.045039535,2786.98584,2732.387207,1.01998198,652.7705078,593.3565674,1.100131989,2313.434082,2351.641602,0.983752847,179.2185822,212.610733,0.842942238
145,,,3085.723145,3090.330811,0.99850899,955.446167,951.2999878,1.004358411,2745.183105,2732.387207,1.004683018,614.906189,593.3565674,1.036318183,2299.018799,2351.641602,0.977623045,168.7419434,212.610733,0.793666124
146,,,3072.061523,3090.330811,0.994088233,939.6307983,951.2999878,0.987733364,2725.52124,2732.387207,0.997487128,593.090332,593.3565674,0.999551356,2300.981201,2351.641602,0.978457451,168.5503693,212.610733,0.792765021
147,,,3045.969238,3090.330811,0.985645056,916.3076782,951.2999878,0.963216305,2697.295654,2732.387207,0.987157166,567.6342163,593.3565674,0.956649482,2296.150879,2351.641602,0.976403475,166.4894104,212.610733,0.783071458
148,,,3023.322998,3090.330811,0.978316963,888.7999878,951.2999878,0.934300423,2679.098633,2732.387207,0.98049736,544.5755005,593.3565674,0.917787969,2290.943359,2351.641602,0.974189043,156.4203186,212.610733,0.73571223
149,,,3011.938477,3090.330811,0.974633038,879.3846436,951.2999878,0.924403071,2666.873291,2732.387207,0.976023138,534.319397,593.3565674,0.900503039,2286.717041,2351.641602,0.972391844,154.1631317,212.610733,0.725095689
150,,,2998.399902,3090.330811,0.970252097,862.5230713,951.2999878,0.906678319,2666.647949,2732.387207,0.975940645,530.7709351,593.3565674,0.894522786,2273.434082,2351.641602,0.96674341,137.5570374,212.610733,0.646990061
151,,,3005.846191,3090.330811,0.972661614,869.5999756,951.2999878,0.914117515,2660.957764,2732.387207,0.973858178,524.7116089,593.3565674,0.884310782,2369.509521,2351.641602,1.007598042,233.2632751,212.610733,1.097137809
152,,,2996.430664,3090.330811,0.969614923,869.0461426,951.2999878,0.913535297,2660.619629,2732.387207,0.973734498,533.2351074,593.3565674,0.89867568,2435.773682,2351.641602,1.0357759,308.3889771,212.610733,1.450486302
153,,,3001.230713,3090.330811,0.97116816,871.8153687,951.2999878,0.916446328,2687.831055,2732.387207,0.983693242,558.4155884,593.3565674,0.941113055,2388.452881,2351.641602,1.015653491,259.0374451,212.610733,1.218364835
154,,,3394.584717,3090.330811,1.098453522,1264.861572,951.2999878,1.329613686,2951.155029,2732.387207,1.080064654,821.4318237,593.3565674,1.384381533,2357.886719,2351.641602,1.002655745,228.1637115,212.610733,1.073152304
155,,,3489.369141,3090.330811,1.12912488,1355.584595,951.2999878,1.424981236,3012.563477,2732.387207,1.102538943,878.7787476,593.3565674,1.481029868,2331.094238,2351.641602,0.991262615,197.3097229,212.610733,0.928032696
156,,,3498.330811,3090.330811,1.132024646,1365.346191,951.2999878,1.435242414,3076.563477,2732.387207,1.125961661,943.5787354,593.3565674,1.590239048,2309.509521,2351.641602,0.982083976,176.524826,212.610733,0.830272377
157,,,3477.169189,3090.330811,1.125177026,1340.49231,951.2999878,1.409116268,3089.01416,2732.387207,1.130518436,952.3371582,593.3565674,1.604999781,2296.679199,2351.641602,0.976628125,160.0023193,212.610733,0.7525599
158,,,3452.938477,3090.330811,1.117336154,1322.415405,951.2999878,1.39011395,3099.774658,2732.387207,1.134456515,969.2515869,593.3565674,1.633506179,2301.056641,2351.641602,0.978489518,170.5335236,212.610733,0.802092731
159,,,3396.215332,3090.330811,1.098981142,1265.446167,951.2999878,1.330228329,3091.774658,2732.387207,1.131528735,961.0054321,593.3565674,1.619608641,2300.981201,2351.641602,0.978457451,170.2118988,212.610733,0.800579965
160,,,3307.984619,3090.330811,1.070430636,1176.723022,951.2999878,1.236963153,3027.323975,2732.387207,1.107941031,896.0623779,593.3565674,1.51015842,2289.886719,2351.641602,0.973739743,158.6252594,212.610733,0.746082962
161,,,3221.600098,3090.330811,1.042477369,1086.338501,951.2999878,1.141951442,2930.760498,2732.387207,1.072600722,795.4990234,593.3565674,1.340676188,2289.282959,2351.641602,0.973482966,154.0214844,212.610733,0.724429429
162,,,3160.892334,3090.330811,1.02283299,1028.092285,951.2999878,1.080723524,2856.619629,2732.387207,1.045466661,723.8197021,593.3565674,1.21987319,2285.886719,2351.641602,0.972038805,153.086792,212.610733,0.720033228
163,,,3121.715332,3090.330811,1.010155797,984.2384644,951.2999878,1.034624696,2792.225342,2732.387207,1.021899581,654.7484131,593.3565674,1.103465438,2285.509521,2351.641602,0.97187835,148.0325165,212.610733,0.69626075
164,,,3082.769287,3090.330811,0.99755317,951.5076904,951.2999878,1.000218272,2739.718262,2732.387207,1.002683043,608.4567871,593.3565674,1.025448799,2287.849121,2351.641602,0.972873211,156.5875244,212.610733,0.736498654
165,,,3060.800049,3090.330811,0.990444124,932.4307861,951.2999878,0.980164766,2708.394287,2732.387207,0.991219044,580.0251465,593.3565674,0.977532208,2268.52832,2351.641602,0.964657366,140.1590729,212.610733,0.659228563
166,,,3046.953857,3090.330811,0.985963643,914.2769165,951.2999878,0.961081624,2688.225342,2732.387207,0.983837605,555.5484009,593.3565674,0.936280906,2278.490479,2351.641602,0.968893647,145.8136444,212.610733,0.685824454
167,,,3021.969238,3090.330811,0.977878869,885.0461426,951.2999878,0.930354416,2683.887207,2732.387207,0.982249975,546.9642334,593.3565674,0.921813786,2386.565918,2351.641602,1.014851093,249.6429596,212.610733,1.174178481
168,,,3017.969238,3090.330811,0.976584554,886.4615479,951.2999878,0.931842268,2675.380371,2732.387207,0.979136527,543.8726196,593.3565674,0.916603327,2418.3396,2351.641602,1.028362393,286.8319397,212.610733,1.349094272
169,,,3003.938477,3090.330811,0.972044289,875.8153687,951.2999878,0.920651078,2663.267578,2732.387207,0.97470355,535.1445313,593.3565674,0.901893675,2383.622559,2351.641602,1.013599515,255.4995575,212.610733,1.201724648
170,,,2996.369141,3090.330811,0.969595015,866.4615479,951.2999878,0.910818398,2674.309814,2732.387207,0.978744805,544.4021606,593.3565674,0.917495847,2340.754639,2351.641602,0.995370567,210.8470306,212.610733,0.991704464
171,,,2985.600098,3090.330811,0.96611017,853.8461304,951.2999878,0.897557199,2652.619629,2732.387207,0.970806599,520.8658447,593.3565674,0.877829492,2324.226318,2351.641602,0.988342166,192.4725647,212.610733,0.905281484
172,,,2989.538574,3090.330811,0.967384636,861.7230835,951.2999878,0.905837357,2653.859131,2732.387207,0.97126025,526.0437622,593.3565674,0.88655591,2309.6604,2351.641602,0.98214817,181.844986,212.610733,0.85529542
173,,,3122.892334,3090.330811,1.010536551,992.4307861,951.2999878,1.043236375,2767.211182,2732.387207,1.012744904,636.7497559,593.3565674,1.07313168,2297.509521,2351.641602,0.976981163,167.0478973,212.610733,0.785698295
174,,,3439.600098,3090.330811,1.113020062,1308.769287,951.2999878,1.375769138,2983.380371,2732.387207,1.091858506,852.5494995,593.3565674,1.436824918,2301.358398,2351.641602,0.978617907,170.5277252,212.610733,0.802065432
175,,,3504.677002,3090.330811,1.134078264,1366.092285,951.2999878,1.436026812,3044.901367,2732.387207,1.114374042,906.3167725,593.3565674,1.527440429,2294.565918,2351.641602,0.975729525,155.9814148,212.610733,0.733647883
176,,,3511.199951,3090.330811,1.136189103,1380.984619,951.2999878,1.451681495,3098.47876,2732.387207,1.133982301,968.2634888,593.3565674,1.631840944,2293.434082,2351.641602,0.975248098,163.2185822,212.610733,0.76768738
177,,,3488.438477,3090.330811,1.128823638,1351.82312,951.2999878,1.421027064,3115.042236,2732.387207,1.140044212,978.4268799,593.3565674,1.648969531,2282.717041,2351.641602,0.970690906,146.101593,212.610733,0.687178791
178,,,3431.838379,3090.330811,1.110508442,1303.161499,951.2999878,1.369874477,3098.028076,2732.387207,1.133817315,969.3512573,593.3565674,1.633674145,2281.13208,2351.641602,0.970016956,152.4551544,212.610733,0.717062354
179,,,3338.630859,3090.330811,1.080347419,1200.230713,951.2999878,1.261674285,3018.929688,2732.387207,1.10486877,880.5296021,593.3565674,1.483980536,2312.679199,2351.641602,0.983431876,174.2792511,212.610733,0.819710433
180,,,3229.661621,3090.330811,1.045086026,1104.123047,951.2999878,1.160646558,2933.577393,2732.387207,1.073631644,808.0390015,593.3565674,1.361810207,2414.86792,2351.641602,1.026886106,289.3294678,212.610733,1.360841274
181,,,3170.915283,3090.330811,1.026076317,1039.776978,951.2999878,1.093006372,2847.774658,2732.387207,1.042229533,716.6361694,593.3565674,1.207766533,2419.849121,2351.641602,1.029004216,288.7106018,212.610733,1.357930422
182,,,3126.638428,3090.330811,1.011748791,991.8692017,951.2999878,1.04264605,2780.281738,2732.387207,1.017528415,645.5124512,593.3565674,1.087899804,2371.697998,2351.641602,1.008528709,236.9288788,212.610733,1.114378691
183,,,3091.322998,3090.330811,1.00032115,960.1846313,951.2999878,1.009339452,2754.422607,2732.387207,1.008064508,623.2840576,593.3565674,1.050437689,2342.113281,2351.641602,0.995948255,210.9747467,212.610733,0.992305219
184,,,3046.892334,3090.330811,0.985943735,916.6153564,951.2999878,0.963539779,2718.647949,2732.387207,0.994971633,588.3709717,593.3565674,0.991597652,2330.490479,2351.641602,0.991005898,200.2136383,212.610733,0.941691101
185,,,3046.092285,3090.330811,0.985684872,910.4000244,951.2999878,0.957006216,2693.352051,2732.387207,0.985713899,557.65979,593.3565674,0.939839303,2318.037842,2351.641602,0.985710502,182.3454285,212.610733,0.857649207
186,,,3037.046143,3090.330811,0.982757628,908.3692017,951.2999878,0.954871476,2687.887207,2732.387207,0.983713865,559.2103882,593.3565674,0.94245255,2295.622559,2351.641602,0.976178825,166.9457245,212.610733,0.785217702
187,,,3024.800049,3090.330811,0.978794873,894.2769165,951.2999878,0.940057755,2677.52124,2732.387207,0.97992003,546.9980469,593.3565674,0.921870768,2295.622559,2351.641602,0.976178825,165.0995636,212.610733,0.776534438
188,,,3009.661621,3090.330811,0.973896265,883.6923218,951.2999878,0.928931236,2670.366211,2732.387207,0.977301478,544.3969727,593.3565674,0.917487085,2283.39624,2351.641602,0.97097975,157.427002,212.610733,0.740447044
189,,,2996.677002,3090.330811,0.969694555,869.4769287,951.2999878,0.913988173,2663.605713,2732.387207,0.97482723,536.4056396,593.3565674,0.904019058,2283.924561,2351.641602,0.9712044,156.7245331,212.610733,0.73714304
190,,,3001.169189,3090.330811,0.971148193,871.2000122,951.2999878,0.915799439,2658.253418,2732.387207,0.972868502,528.2843018,593.3565674,0.890331924,2281.20752,2351.641602,0.970049024,151.2383118,212.610733,0.711338997
191,,,3158.584717,3090.330811,1.022086263,1031.753906,951.2999878,1.084572554,2795.267578,2732.387207,1.023012996,668.4368286,593.3565674,1.12653482,2301.811279,2351.641602,0.978810489,174.980545,212.610733,0.823009014
192,,,3444.14624,3090.330811,1.114491105,1309.746094,951.2999878,1.376796126,2972,2732.387207,1.087693572,837.5999756,593.3565674,1.411630154,2397.886719,2351.641602,1.019665122,263.4867859,212.610733,1.239292026
193,,,3502.292236,3090.330811,1.133306623,1367.769287,951.2999878,1.437789559,3025.01416,2732.387207,1.107095599,890.4910278,593.3565674,1.500768781,2425.811279,2351.641602,1.031539559,291.2882385,212.610733,1.370054245
194,,,3513.161621,3090.330811,1.136823773,1372.976929,951.2999878,1.443263888,3071.605713,2732.387207,1.124147177,931.4210205,593.3565674,1.569749236,2368.52832,2351.641602,1.00718081,228.343689,212.610733,1.073998809
195,,,3501.053955,3090.330811,1.132905841,1370.900024,951.2999878,1.44108057,3104.563477,2732.387207,1.13620913,974.4095459,593.3565674,1.642199039,2342.717041,2351.641602,0.996204972,212.5631409,212.610733,0.999776065
196,,,3429.253906,3090.330811,1.10967207,1295.284668,951.2999878,1.3615942,3081.577393,2732.387207,1.127796769,947.6082153,593.3565674,1.597030044,2320.52832,2351.641602,0.986769557,186.5590668,212.610733,0.877467752
197,,,3355.600098,3090.330811,1.085838437,1224.461548,951.2999878,1.287145495,3040.056396,2732.387207,1.112600803,908.9178467,593.3565674,1.531824112,2309.6604,2351.641602,0.98214817,178.5219116,212.610733,0.839665532
198,,,3248.677002,3090.330811,1.051239252,1114.092285,951.2999878,1.171126127,2935.774658,2732.387207,1.074435711,801.1900024,593.3565674,1.35026741,2305.20752,2351.641602,0.98025465,170.6229248,212.610733,0.802513242
199,,,3171.584717,3090.330811,1.02629292,1039.461548,951.2999878,1.092674851,2859.436523,2732.387207,1.046497583,727.3135376,593.3565674,1.225761414,2295.094238,2351.641602,0.975954175,162.9712677,212.610733,0.766524136
200,,,3136.107666,3090.330811,1.014812946,1004.538452,951.2999878,1.055963874,2797.52124,2732.387207,1.023837686,665.9519043,593.3565674,1.122346878,2291.849121,2351.641602,0.974574149,160.2798309,212.610733,0.753865123
201,,,3084.123047,3090.330811,0.997991264,953.5384521,951.2999878,1.002353072,2753.126709,2732.387207,1.007590175,622.5421753,593.3565674,1.049187303,2287.622559,2351.641602,0.972776949,157.0380249,212.610733,0.738617539
202,,,3058.769287,3090.330811,0.989786983,925.5999756,951.2999878,0.972984314,2722.140869,2732.387207,0.996249974,588.9716187,593.3565674,0.992609918,2279.622559,2351.641602,0.969375074,146.4534149,212.610733,0.688833535
203,,,3048.677002,3090.330811,0.986521244,922.2769165,951.2999878,0.969491124,2687.774658,2732.387207,0.983672619,561.3746338,593.3565674,0.946099997,2284.226318,2351.641602,0.971332729,157.826416,212.610733,0.742325664
204,,,3024.923096,3090.330811,0.978834748,892.7384644,951.2999878,0.938440502,2665.915527,2732.387207,0.975672603,533.730896,593.3565674,0.899511218,2363.547119,2351.641602,1.005062699,231.3625488,212.610733,1.088197827
205,,,3013.169189,3090.330811,0.975031316,888.6153564,951.2999878,0.93410635,2657.971924,2732.387207,0.972765386,533.4179688,593.3565674,0.898983896,2426.717041,2351.641602,1.031924725,302.163147,212.610733,1.421203494
206,,,3009.969238,3090.330811,0.973995805,880.0615234,951.2999878,0.925114632,2664.056396,2732.387207,0.974992216,534.1486206,593.3565674,0.900215268,2406.717041,2351.641602,1.023419976,276.8092957,212.610733,1.301953435
207,,,2997.230713,3090.330811,0.969873786,865.3538208,951.2999878,0.909654021,2659.605713,2732.387207,0.97336334,527.7286987,593.3565674,0.889395595,2351.39624,2351.641602,0.999895692,219.5193024,212.610733,1.032493949
208,,,2991.692383,3090.330811,0.968081594,853.7846069,951.2999878,0.897492528,2650.647949,2732.387207,0.970084965,512.7401733,593.3565674,0.864135027,2336.150879,2351.641602,0.993412852,198.2432556,212.610733,0.932423532
209,,,3229.292236,3090.330811,1.044966578,1099.569214,951.2999878,1.15585959,2841.746582,2732.387207,1.040023327,712.0233765,593.3565674,1.199992418,2319.547119,2351.641602,0.986352384,189.8240967,212.610733,0.89282459
210,,,3425.307617,3090.330811,1.108395219,1291.584595,951.2999878,1.357704878,2963.774658,2732.387207,1.08468318,830.0515747,593.3565674,1.398908615,2308.60376,2351.641602,0.981698871,174.8806915,212.610733,0.82253933
211,,,3448.407715,3090.330811,1.115870118,1317.330811,951.2999878,1.384768963,3035.774658,2732.387207,1.111033797,904.6977539,593.3565674,1.524711728,2295.47168,2351.641602,0.976114631,164.3947754,212.610733,0.773219526
212,,,3451.969238,3090.330811,1.117022634,1323.169189,951.2999878,1.390906334,3070.253418,2732.387207,1.123652339,941.4534912,593.3565674,1.586657286,2286.26416,2351.641602,0.972199261,157.4641571,212.610733,0.740621805
213,,,3450.915283,3090.330811,1.116681576,1314.853882,951.2999878,1.382165313,3095.098633,2732.387207,1.132745147,959.0370483,593.3565674,1.616291285,2292.226318,2351.641602,0.974734604,156.1648712,212.610733,0.734510779
214,,,3396.884521,3090.330811,1.099197745,1268.946167,951.2999878,1.333907485,3086.704346,2732.387207,1.129673004,958.7657471,593.3565674,1.615834117,2278.565918,2351.641602,0.968925774,150.6275787,212.610733,0.70846647
215,,,3321.715332,3090.330811,1.074873686,1188.484619,951.2999878,1.249326825,3006.140869,2732.387207,1.100188375,872.9100952,593.3565674,1.471139193,2284.830078,2351.641602,0.971589506,151.5994263,212.610733,0.713037431
216,,,3226.838379,3090.330811,1.044172525,1108.807739,951.2999878,1.165570974,2920.619629,2732.387207,1.06888938,802.5889282,593.3565674,1.352625012,2278.113281,2351.641602,0.968733191,160.0824432,212.610733,0.752936721
217,,,3158.384521,3090.330811,1.022021532,1025.892334,951.2999878,1.078410864,2839.042236,2732.387207,1.039033651,706.5499268,593.3565674,1.190767884,2274.26416,2351.641602,0.967096448,141.7718506,212.610733,0.666814089
218,,,3107.446045,3090.330811,1.005538344,976,951.2999878,1.025964499,2785.464844,2732.387207,1.019425273,654.0186157,593.3565674,1.102235436,2345.73584,2351.641602,0.997488678,214.2896881,212.610733,1.0078969
219,,,3084.615479,3090.330811,0.998150587,958.8307495,951.2999878,1.007916331,2745.183105,2732.387207,1.004683018,619.3984985,593.3565674,1.043889165,2423.849121,2351.641602,1.030705214,298.0644531,212.610733,1.401925564
